ID,Group1_R1DNO1_1_root,Group1_R1DNO1_2_root,group1_R2DNO1_1_root,Group1_R2DNO1_2_root,Group1_R3DNO1_1_root,Group1_R3DNO1_2_root,Group2_R3EIC1_1_root,Group2_R3EIC1_2_root,Group2_R1EIC1_1_root,Group2_R1EIC1_2_root,Group2_R2EIC1_1_root,Group2_R2EIC1_2_root,Group3_R1EIO1_1_root,Group3_R1EIO1_2_root,Group3_R2EIO1_1_root,Group3_R2EIO1_2_root,Group3_R3EIO1_1_root_bad,Group3_R3EIO1_2_root_bad,Group4_R3DNC1_1_root, Group4_R3DNC1_2_root,Group4_R1DNC1_1_root,Group4_R1DNC1_2_root, Group4_R2DNC1_1_root,Group4_R2DNC1_2_root
NEDC112,198452.563,235201.656,31969.7637,21451.9316,41122.293,63081.4961,15600.5967,10906.085,38750.3281,38076.3242,54727.582,27461.8379,35569.5547,41250.5898,152669.234,170605.563,63435.5664,54493.8242,20726.623,17188.709,36653.7656,30283.3262,229.923294,158.563797
NEDC113,63.1842461,166.575211,1659.39258,1055.67102,1545.88391,1695.99548,120.416489,255.774612,61.4768753,0,876.678162,660.462585,34.2485008,6.9637785,0,29.3988571,24.9308376,0,1389.28223,1616.80225,490.938812,235.099487,5465.95605,6134.30371
NEDC114,0,14.6978645,6.44123888,0,32.5702286,12.555541,52.1473923,6.26665592,84.9307785,90.8944702,42.0577736,0,0,0,20.1235981,7.91224194,943.09613,318.847534,9.52427006,22.9761448,29.0071125,0,102.021317,0
NEDC115,413.494598,1057.29187,4459.2041,3069.05103,1424.24841,1716.56873,22.4402199,146.244263,377.542572,470.55249,1946.19202,1034.52637,221.385345,262.966827,85.4848862,239.683716,33.2301483,61.9827614,2830.87939,1968.98535,1076.70288,799.629272,5978.53857,5463.0835
NEDC116,92.1431351,337.422394,2537.27222,1937.65381,2310.26831,2614.62085,74.4173965,107.037918,83.1279907,156.091904,635.715149,506.770264,47.6362343,59.6803246,0,214.185837,16.3272858,21.6196156,1833.75098,1459.75903,777.433167,569.960693,6524.98291,5900.67822
NEDC117,19.0330181,11.7329407,56.6674461,133.926361,2.11200094,10.6857948,90.980484,65.3875504,0,0,81.5121765,63.7979622,106.626282,134.927261,34.2990875,142.970062,163.449661,190.111603,130.190323,208.322372,508.878418,577.72345,16.2545662,9.58800507
NEDC118,50.9216576,0,0,0,1253.06274,3579.28662,1000.92542,793.189026,124.578087,43.5823402,1393.24048,1178.23987,4875.07129,7292.18262,6008.0293,11197.6768,23.1253376,21.2969551,6.2152009,0,43.8384094,50.8390427,10.5620165,0
NEDC119,1382.65515,1759.89429,80.626358,40.8605995,755.43457,1180.22925,960.832642,493.225647,1396.55945,1660.24316,623.872437,354.837128,7922.08496,6676.22021,1239.56238,2599.95337,1042.92712,625.829041,277.074432,116.459724,312.343903,250.368958,0,0
NEDC120,0,0,0,75.7918472,11.3789988,49.4154282,1396.59814,920.99469,962.358582,654.244141,49.5785561,19.5229626,503.176819,449.185699,14.8988867,0,84.8647079,72.8512192,12.0458488,21.0767841,13.3128881,26.748764,7.57148647,0
NEDC121,1928.4021,4491.32764,10391.3027,7272.62158,3406.46191,5804.91699,3465.89722,2147.93091,6335.77002,5610.54785,8498.06445,3221.91382,4306.24316,5374.15283,456.763214,1783.25793,1392.72485,1195.30688,5330.24512,1562.58521,3257.01929,2199.85596,2.40896773,37.8706245
NEDC122,48955.7891,52906.418,5027.37207,2913.23315,13620.5146,21490.8965,816.035583,488.651276,1588.54773,1501.85413,19922.9121,9831.88184,3012.96265,3506.51489,21419.2441,22239.5781,4877.37549,4172.74805,5178.41943,4021.72437,6302.77246,5282.62354,22.0171394,0
NEDC123,253.119736,932.281555,2230.229,1490.19482,394.647247,562.593872,2091.19751,1211.96997,789.797546,514.651733,2084.39307,727.681396,563.862549,776.348877,32.7383423,9.83582306,162.157104,204.841858,977.694824,273.337616,672.001099,437.493439,34.6722221,0
NEDC124,21.3347759,95.628952,106.118065,94.6457138,891.121216,1103.84412,96.1378632,148.287292,11.8346643,0,144.393036,37.8197784,28.518425,2.38130879,0,0,7.66566181,16.3149014,90.1816101,155.877579,49.7521172,14.0156393,3189.64551,3591.95972
NEDC125,54.9093895,185.784424,2189.72266,1305.35608,454.352539,558.406738,107.407509,152.35881,119.438309,106.083389,541.626404,301.088837,119.781517,254.321915,0,132.175934,10.7425022,23.0689945,1017.40259,939.649475,383.898499,249.817932,4739.62549,4671.03174
NEDC126,35.522728,6.53389883,653.377686,376.916077,79.4389343,91.122261,57.9825096,37.0286674,49.6820335,23.601469,455.064911,183.234344,2017.84583,536.500793,221.834579,0,0,27.1053429,555.532104,13.9820366,391.529602,64.4534454,16.2619762,0
NEDC127,59.0359573,209.052551,2276.78735,1325.36926,1747.17468,1868.84204,79.9058609,155.797318,97.0482712,0,1129.38928,667.654968,60.5664101,3.36059141,70.0264587,49.7818184,0,8.11876583,1577.70215,1565.29724,692.644348,406.363403,6262.0957,5459.23975
NEDC128,269.899963,881.224548,3356.67798,2239.24634,248.705841,252.937073,34.9272804,74.3186874,686.344055,617.852112,1248.12244,476.189911,492.723999,434.193695,136.96463,546.509277,6.31493282,60.9581451,1869.15906,1180.0896,759.797363,607.974548,3274.05859,2818.3396
NEDC129,1019.91907,2004.99915,4829.19531,3037.1936,1491.97949,1733.68396,37.8189659,114.761703,113.408623,170.020126,2490.69727,1247.53784,154.825073,71.4887314,57.6364899,339.563721,41.2253456,30.0901089,4003.69263,2831.96362,1662.35339,1226.79736,6813.59229,5545.08789
NEDC130,2038.96667,4305.49268,9598.49316,6197.95215,1388.42029,2437.96851,200.634369,126.99823,302.066498,330.056244,4143.40723,1937.85046,467.325409,1029.95471,148.285172,396.190857,12.2763529,110.540993,7872.48145,4956.6665,3074.52881,2300.37476,5100.41357,4405.04541
NEDC131,464.974426,957.756348,890.125244,732.003479,1369.6311,1167.67358,987.449646,3540.7373,709.629761,963.85437,787.391846,937.101318,1413.52063,1685.48352,662.893066,984.984741,819.032837,1113.10791,1308.93115,1198.77612,805.847717,863.335327,1315.46887,945.331543
NEDC132,91.5638351,178.744659,154.450119,89.928772,159.58284,178.695999,2.85942316,18.7588634,267.283844,104.263237,15.2158852,11.4139767,257.027771,408.050079,24.1196442,442.74588,87.5893631,35.4432373,157.755768,104.815414,76.4459229,102.18335,1167.09229,970.883057
NEDC133,41.4484177,0,165.861053,171.460129,1210.7865,1335.42725,49.0815773,163.827179,16.9773922,0,71.2798386,43.2200699,41.8251686,7.17743254,0,7.8173871,28.1349297,11.4159927,195.00647,242.862381,59.0483856,29.4865532,4285.36182,4338.71729
NEDC134,1066.15479,1414.30664,3630.69922,2245.58203,2821.74854,3354.91382,339.692657,363.816681,622.361389,749.646179,3017.92603,1333.53284,597.876648,610.423584,155.453552,312.461517,221.956436,177.738373,2532.48633,1836.61584,1096.71692,762.93335,7082.92871,6176.875
NEDC135,18.9846268,43.6137466,745.394592,531.75061,1899.07117,1843.89734,83.1059036,111.73597,47.5920372,15.4161482,207.226257,125.8041,105.714157,128.236191,0,24.9110088,40.4233932,17.4583588,403.150848,364.7211,113.742676,65.622612,5450.02246,4548.88037
NEDC136,5119.12158,7739.80078,21129.1523,12760.7012,3942.35205,3459.84497,32.4935799,69.5817719,774.448425,650.494751,10905.9307,4095.59131,401.833405,523.286438,79.6584473,351.335449,55.0842743,112.458214,18982.8809,10867.124,6723.76172,5077.34668,6655.15283,5483.47949
NEDC137,211.600189,76.1783066,0,70.2781296,402.661011,835.472046,1259.10376,597.406128,469.776428,346.73999,167.570541,120.888443,257.271698,831.468933,806.38916,2211.60107,114.421722,57.9795456,351.282349,79.395256,475.833344,422.994049,0,0
NEDC138,241.061829,825.18512,3411.56885,1899.20288,1886.07532,4494.42432,916.538757,625.327637,325.655334,675.694519,1497.8479,968.975281,3356.42261,2074.51416,4010.07007,5980.28516,138.790665,280.002808,2734.10767,1982.80859,1108.75171,869.362427,7359.41943,5844.44678
NEDC139,88.376152,352.50824,1558.64099,807.776428,219.929291,110.680382,9.73686123,2.27988195,50.7326698,44.9301224,310.890778,122.880478,23.6642227,7.26985645,0,0,13.7065544,0,1179.0072,629.944641,276.975739,280.11026,559.383423,584.721619
NEDC140,14.5152082,0,0,20.0020046,11.5458527,28.7945328,1398.41614,683.775513,56.6953239,46.7705727,33.6364479,42.335083,22.5348225,49.9083672,0,64.5127335,0,10.5383501,315.076294,269.2677,23.4221706,22.6771259,0,0
NEDC141,13436.4111,13628.1748,3646.38623,2779.92139,4156.08936,7118.87842,2487.06885,2923.29761,5129.75146,4687.90723,7178.81055,3478.48682,5681.6958,7527.42627,1946.67639,4613.60645,1973.03809,1179.58154,5236.39746,611.337036,4990.85156,4421.36865,291.880249,363.230377
NEDC142,13436.4111,13628.1748,3646.38623,2779.92139,4157.89697,7117.60938,2487.06885,2923.29761,5129.75146,4687.90723,7178.81055,3478.48682,5681.08594,7527.42627,1946.67639,4613.60645,1975.97522,1179.58154,5236.39746,623.463806,4993.11133,4422.24365,302.610962,363.230377
NEDC143,14.855381,11.8450651,0,0,736.153442,890.610657,89.6446686,273.829987,14.8700008,0,14.2071686,29.0820103,29.4141655,4.77225256,0,7.91908312,14.9060183,0,128.688507,167.789551,41.6923256,20.7135754,2677.59399,3321.72632
NEDC144,4.37539101,46.8282318,533.748108,249.872391,542.776794,691.125549,57.7493744,239.293152,48.3244133,0,79.2197189,59.5513763,3.41818118,6.29003477,0,26.4844608,14.4534473,9.5128603,231.386505,271.467041,54.0541573,48.4177856,4160.14648,3519.89087
NEDC145,211.90036,454.430237,2116.66895,1571.9917,49.5015373,73.7550507,29.757309,52.6864052,861.059631,706.533386,212.244324,138.090134,436.338531,649.609985,62.3013458,191.569061,90.2331696,138.536545,464.482208,164.027298,298.082214,146.787735,2360.87012,1748.83545
NEDC146,602.587402,1417.90308,2757.24194,1761.10364,996.111755,640.075806,67.9609528,270.464966,546.291931,503.188446,380.254181,195.616058,280.033844,271.457642,62.2390289,394.690277,68.927681,59.9051704,579.059814,461.988434,352.112946,308.188904,5441.84229,4611.44629
NEDC147,357.978638,636.563538,2646.89966,1574.4447,1529.14868,1595.36731,95.9289932,165.22142,55.5810165,70.9599228,883.591248,348.360016,183.002274,207.168503,0,19.0216274,34.362957,16.7905254,1157.09058,772.360596,519.567932,359.19574,5702.14307,5248.61328
NEDC148,370.390228,973.59259,2501.60132,1665.18433,135.939102,146.760727,3.17695785,25.7477951,1462.30786,1253.30701,642.16394,198.051117,843.314941,921.119019,366.464569,946.471863,132.046371,191.260864,1483.62463,860.218872,500.409943,401.625549,4330.27539,3634.45581
NEDC149,0,0,0,0,1392.2793,1448.15271,4.75469255,22.3015957,0,0,15.4473343,25.7002029,8.90356827,11.8924866,0,12.2390413,0.588629901,0,218.830887,252.827637,123.61898,53.7254257,2980.14136,3009.05835
NEDC150,5138.41211,9330.19336,16076.0205,9128.8457,4855.19482,4482.41406,151.671463,209.607025,304.4039,278.800323,7197.05664,3350.61206,266.823822,373.720581,45.9226875,265.834503,392.185394,193.430481,14121.292,8250.17285,4808.93359,3217.0918,10630.6826,7888.02002
