id	molecularFormula	adduct	precursorFormula	NPC.pathway	NPC.pathway.Probability	NPC.superclass	NPC.superclass.Probability	NPC.class	NPC.class.Probability	ClassyFire.most.specific.class	ClassyFire.most.specific.class.Probability	ClassyFire.level.5	ClassyFire.level.5.Probability	ClassyFire.subclass	ClassyFire.subclass.Probability	ClassyFire.class	ClassyFire.class.Probability	ClassyFire.superclass	ClassyFire.superclass.probability	ClassyFire.all.classifications	compoundID
97_Hneg_rhizo_FT_232.11875_4.534_hneg	C10H19NO5	[M - H]-	C10H19NO5	Alkaloids	0.534906149	Fatty Acids and Conjugates	0.181672379	Fatty acyl carnitines	0.132996842	Amino acids	0.527561009	Amino acids and derivatives	0.607308507	"Amino acids, peptides, and analogues"	0.603598356	Carboxylic acids and derivatives	0.997540116	Organic acids and derivatives	0.999678373	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_232.11875_4.534_hneg
98_Hneg_rhizo_FT_232.11872_4.387_hneg	C10H19NO5	[M - H]-	C10H19NO5	Alkaloids	0.53490591	Fatty Acids and Conjugates	0.181665435	Fatty acyl carnitines	0.132991418	Amino acids	0.527561545	Amino acids and derivatives	0.607314467	"Amino acids, peptides, and analogues"	0.603604436	Carboxylic acids and derivatives	0.997539997	Organic acids and derivatives	0.999678373	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_232.11872_4.387_hneg
99_Hneg_rhizo_FT_157.03588_4.761_hneg	C4H6N4O3	[M - H]-	C4H6N4O3	Amino acids and Peptides	0.779035091	Small peptides	0.881415904	Aminoacids	0.826865375	Alpha amino acids and derivatives	0.621278405	Amino acids and derivatives	0.842937768	"Amino acids, peptides, and analogues"	0.841982186	Carboxylic acids and derivatives	0.998591125	Organic acids and derivatives	0.999880552	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_157.03588_4.761_hneg
100_Hneg_rhizo_FT_327.21643_1.03_hneg	C18H32O5	[M - H]-	C18H32O5	Fatty acids	0.938957214	Octadecanoids	0.945285499	Other Octadecanoids	0.980124831	Lineolic acids and derivatives	0.773930311			Lineolic acids and derivatives	0.773930311	Fatty Acyls	0.999502659	Lipids and lipid-like molecules	0.999591053	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	FT_327.21643_1.03_hneg
101_Hneg_rhizo_FT_241.10793_5.995_hneg	C12H18O5	[M - H]-	C12H18O5	Fatty acids	0.643916726	Fatty Acids and Conjugates	0.459519178	Dicarboxylic acids	0.555522561	Dicarboxylic acids and derivatives	0.971776724			Dicarboxylic acids and derivatives	0.971776724	Carboxylic acids and derivatives	0.999820888	Organic acids and derivatives	0.999992609	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Gamma butyrolactones; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_241.10793_5.995_hneg
102_Hneg_rhizo_FT_241.1079_4.536_hneg	C12H18O5	[M - H]-	C12H18O5	Fatty acids	0.643920839	Fatty Acids and Conjugates	0.459540159	Dicarboxylic acids	0.555535018	Dicarboxylic acids and derivatives	0.971778393			Dicarboxylic acids and derivatives	0.971778393	Carboxylic acids and derivatives	0.999820888	Organic acids and derivatives	0.999992609	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Gamma butyrolactones; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_241.1079_4.536_hneg
103_Hneg_rhizo_FT_215.12835_4.412_hneg	C11H20O4	[M - H]-	C11H20O4	Fatty acids	0.822041154	Fatty Acids and Conjugates	0.905792832	Hydroxy fatty acids	0.811875522	Medium-chain hydroxy acids and derivatives	0.703499556			Medium-chain hydroxy acids and derivatives	0.703499556	Hydroxy acids and derivatives	0.706161857	Organic acids and derivatives	0.999874473	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_215.12835_4.412_hneg
104_Hneg_rhizo_FT_201.11255_6.182_hneg	C10H18O4	[M - H]-	C10H18O4	Fatty acids	0.898343801	Fatty Acids and Conjugates	0.959052324	Dicarboxylic acids	0.975914776	Medium-chain fatty acids	0.943391621	Medium-chain fatty acids	0.943391621	Fatty acids and conjugates	0.985610425	Fatty Acyls	0.982945383	Lipids and lipid-like molecules	0.987685561	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_201.11255_6.182_hneg
105_Hneg_rhizo_FT_200.12864_2.932_hneg	C10H19NO3	[M - H]-	C10H19NO3	Amino acids and Peptides	0.759581029	Small peptides	0.820707262	Aminoacids	0.739068627	Alpha amino acids	0.769923031	Amino acids and derivatives	0.993489265	"Amino acids, peptides, and analogues"	0.993545592	Carboxylic acids and derivatives	0.999650002	Organic acids and derivatives	0.999941707	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Alpha-amino ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Keto acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_200.12864_2.932_hneg
106_Hneg_rhizo_FT_202.10796_5.491_hneg	C7H15N4O3	[M - H]-	C7H15N4O3	Amino acids and Peptides	0.63434881	Small peptides	0.734869301	Aminoacids	0.639318943	Alpha amino acids and derivatives	0.81987673	Amino acids and derivatives	0.909886122	"Amino acids, peptides, and analogues"	0.91145581	Carboxylic acids and derivatives	0.935161889	Organic acids and derivatives	0.952979743	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_202.10796_5.491_hneg
107_Hneg_rhizo_FT_214.10807_4.52_hneg	C10H17NO4	[M - H]-	C10H17NO4	Amino acids and Peptides	0.652344227	Small peptides	0.704910755	Dipeptides	0.953252196	N-acyl-alpha amino acids	0.569908321	Amino acids and derivatives	0.941974938	"Amino acids, peptides, and analogues"	0.943662643	Carboxylic acids and derivatives	0.999077439	Organic acids and derivatives	0.999854326	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_214.10807_4.52_hneg
108_Hneg_rhizo_FT_157.06099_7.17_hneg	C6H10N2O3	[M - H]-	C6H10N2O3	Amino acids and Peptides	0.841782212	Small peptides	0.927436233	Aminoacids	0.856705129	Alpha amino acids	0.755962551	Amino acids and derivatives	0.965771258	"Amino acids, peptides, and analogues"	0.966267407	Carboxylic acids and derivatives	0.997895241	Organic acids and derivatives	0.999784768	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_157.06099_7.17_hneg
109_Hneg_rhizo_FT_230.13939_4.48_hneg	C11H21NO4	[M - H]-	C11H21NO4	Fatty acids	0.62784797	Fatty esters	0.536380529	Fatty acyl carnitines	0.894308746	Acyl carnitines	0.777596593	Acyl carnitines	0.777596593	Fatty acid esters	0.410191208	Fatty Acyls	0.883660436	Lipids and lipid-like molecules	0.881394029	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Carboxylic acid derivatives; Acyl carnitines; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_230.13939_4.48_hneg
113_Hneg_rhizo_FT_141.02982_4.505_hneg	C5H6N2O3	[M - H]-	C5H6N2O3	Alkaloids	0.605634451	Pseudoalkaloids	0.368228555	Purine alkaloids	0.232744887	N-acyl ureas	0.513350546	Ureides	0.494078785	Ureas	0.634625375	Organic carbonic acids and derivatives	0.692154706	Organic acids and derivatives	0.987435699	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Diazines; Carboxylic acid imides; Carbonyl compounds; N-acyl ureas; Dicarboximides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_141.02982_4.505_hneg
114_Hneg_rhizo_FT_140.98557_1.283_hneg	C2H6O5S	[M - H]-	C2H6O5S	Fatty acids	0.570677936	Saccharides	0.610959947	Monosaccharides	0.54467839	Organic sulfuric acids and derivatives	0.512991905					Organic sulfuric acids and derivatives	0.512991905	Organic acids and derivatives	0.992808342	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Organosulfonic acids; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_140.98557_1.283_hneg
115_Hneg_rhizo_FT_246.13452_4.336_hneg	C11H21NO5	[M - H]-	C11H21NO5	Alkaloids	0.592014968	Ornithine alkaloids	0.341884553	Pyrrolidine alkaloids	0.184640974	Amino acids	0.693010271	Amino acids and derivatives	0.826473296	"Amino acids, peptides, and analogues"	0.82481724	Carboxylic acids and derivatives	0.997214258	Organic acids and derivatives	0.999006093	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Trialkylamines; Polyols; Amines; Tertiary amines; Alkanolamines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_246.13452_4.336_hneg
116_Hneg_rhizo_FT_173.11759_1.381_hneg	C9H18O3	[M - H]-	C9H18O3	Fatty acids	0.740935981	Fatty Acids and Conjugates	0.847636282	Hydroxy fatty acids	0.853488386	Medium-chain fatty acids	0.541546762	Medium-chain fatty acids	0.541546762	Fatty acids and conjugates	0.946246743	Fatty Acyls	0.928687572	Lipids and lipid-like molecules	0.928016841	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_173.11759_1.381_hneg
117_Hneg_rhizo_FT_173.11751_1.03_hneg	C9H18O3	[M - H]-	C9H18O3	Fatty acids	0.740935981	Fatty Acids and Conjugates	0.847636282	Hydroxy fatty acids	0.853488386	Medium-chain fatty acids	0.541546762	Medium-chain fatty acids	0.541546762	Fatty acids and conjugates	0.946246743	Fatty Acyls	0.928687572	Lipids and lipid-like molecules	0.928016841	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_173.11751_1.03_hneg
118_Hneg_rhizo_FT_253.14447_1.031_hneg	C14H22O4	[M - H]-	C14H22O4	Fatty acids	0.646324456	Fatty Acids and Conjugates	0.527464032	Hydroxy fatty acids	0.474646658	Hydroxy fatty acids	0.544804633	Hydroxy fatty acids	0.544804633	Fatty acids and conjugates	0.743809819	Fatty Acyls	0.843205392	Lipids and lipid-like molecules	0.862505972	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_253.14447_1.031_hneg
