id	molecularFormula	adduct	precursorFormula	NPC.pathway	NPC.pathway.Probability	NPC.superclass	NPC.superclass.Probability	NPC.class	NPC.class.Probability	ClassyFire.most.specific.class	ClassyFire.most.specific.class.Probability	ClassyFire.level.5	ClassyFire.level.5.Probability	ClassyFire.subclass	ClassyFire.subclass.Probability	ClassyFire.class	ClassyFire.class.Probability	ClassyFire.superclass	ClassyFire.superclass.probability	ClassyFire.all.classifications	compoundID
61_Hneg_rhizo_FT_209.94849_1.091_hneg	C2H3N3O5P2	[M - H]-	C2H3N3O5P2	Alkaloids	0.549506128	Pseudoalkaloids	0.34191978	pteridine alkaloids	0.3866117	Phosphate esters	0.546073437			Phosphate esters	0.546073437	Organic phosphoric acids and derivatives	0.810881257	Organic acids and derivatives	0.987258971	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_209.94849_1.091_hneg
64_Hneg_rhizo_FT_266.08941_5.749_hneg	C10H13N5O4	[M - H]-	C10H13N5O4	Carbohydrates	0.784959197	Nucleosides	0.797774911	Purine nucleos(t)ides	0.844887137	Purine 2'-deoxyribonucleosides	0.673843205			Purine 2'-deoxyribonucleosides	0.673843205	Purine nucleosides	0.922188044	"Nucleosides, nucleotides, and analogues"	0.851025462	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; 6-oxopurines; Secondary alcohols; Imidazopyrimidines; Purine 2'-deoxyribonucleosides; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_266.08941_5.749_hneg
65_Hneg_rhizo_FT_116.07107_6.576_hneg	C5H11NO2	[M - H]-	C5H11NO2	Amino acids and Peptides	0.667568505	Small peptides	0.740922153	Aminoacids	0.64781338	Alpha amino acids	0.56348598	Amino acids and derivatives	0.887279451	"Amino acids, peptides, and analogues"	0.890689969	Carboxylic acids and derivatives	0.98580879	Organic acids and derivatives	0.991294682	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_116.07107_6.576_hneg
66_Hneg_rhizo_FT_130.05027_4.508_hneg	C5H9NO3	[M - H]-	C5H9NO3	Amino acids and Peptides	0.861981571	Small peptides	0.944813609	Dipeptides	0.997534275	N-acyl-alpha amino acids	0.915041804	Amino acids and derivatives	0.996623397	"Amino acids, peptides, and analogues"	0.996760309	Carboxylic acids and derivatives	0.999994636	Organic acids and derivatives	0.999999881	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Acetamides; Organic oxides; Hydrocarbon derivatives; Alanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_130.05027_4.508_hneg
67_Hneg_rhizo_FT_279.014_4.302_hneg	C6H9N4O7P	[M - H]-	C6H9N4O7P	Carbohydrates	0.803486943	Nucleosides	0.791788399	Purine nucleos(t)ides	0.704023302	Pentose phosphates	0.8601861	Monosaccharides	0.968263149	Carbohydrates and carbohydrate conjugates	0.955763161	Organooxygen compounds	0.999329686	Organic oxygen compounds	0.99999404	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_279.014_4.302_hneg
69_Hneg_rhizo_FT_279.03833_3.439_hneg	C8H13N2O7P	[M - H]-	C8H13N2O7P	Carbohydrates	0.946251333	Nucleosides	0.865977347	Pyrimidine nucleos(t)ides	0.879576921	Pyrimidine ribonucleoside monophosphates	0.862356901	Pyrimidine ribonucleoside monophosphates	0.862356901	Pyrimidine ribonucleotides	0.74122709	Pyrimidine nucleotides	0.798098385	"Nucleosides, nucleotides, and analogues"	0.933212101	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Ureas; Diazines; Pentoses; Pyrimidine nucleotides; Monosaccharides; Monosaccharide phosphates; Pyrimidine ribonucleoside monophosphates; Secondary alcohols; Glycosyl compounds; Pyrimidine ribonucleotides; Hydropyrimidines; Glycosylamines; Pentose phosphates; 1,2-diols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_279.03833_3.439_hneg
71_Hneg_rhizo_FT_99.00827_4.325_hneg	C4H4O3	[M - H]-	C4H4O3	Fatty acids	0.76488632	Fatty Acids and Conjugates	0.855966091	Dicarboxylic acids	0.677431583	Short-chain keto acids and derivatives	0.685219824			Short-chain keto acids and derivatives	0.685219824	Keto acids and derivatives	0.784374475	Organic acids and derivatives	0.992466748	Organic compounds; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Keto acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Short-chain keto acids and derivatives; Carbonyl compounds; Alpha-hydroxy ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_99.00827_4.325_hneg
72_Hneg_rhizo_FT_99.00826_1.36_hneg	C4H4O3	[M - H]-	C4H4O3	Fatty acids	0.76488632	Fatty Acids and Conjugates	0.855966091	Dicarboxylic acids	0.677431583	Short-chain keto acids and derivatives	0.685219824			Short-chain keto acids and derivatives	0.685219824	Keto acids and derivatives	0.784374475	Organic acids and derivatives	0.992466748	Organic compounds; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Keto acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Short-chain keto acids and derivatives; Carbonyl compounds; Alpha-hydroxy ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_99.00826_1.36_hneg
73_Hneg_rhizo_FT_311.22213_1.362_hneg	C18H32O4	[M - H]-	C18H32O4	Fatty acids	0.692028403	Eicosanoids	0.332616359	Fatty alcohols	0.359492898	Long-chain fatty acids	0.855537474	Long-chain fatty acids	0.855537474	Fatty acids and conjugates	0.781146765	Fatty Acyls	0.867045343	Lipids and lipid-like molecules	0.889500797	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	FT_311.22213_1.362_hneg
74_Hneg_rhizo_FT_179.05545_6.423_hneg	C6H12O6	[M - H]-	C6H12O6	Carbohydrates	0.896514595	Saccharides	0.725429893	Monosaccharides	0.517479658	Monosaccharides	0.929163814	Monosaccharides	0.929163814	Carbohydrates and carbohydrate conjugates	0.964603066	Organooxygen compounds	0.999985695	Organic oxygen compounds	0.999920011	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_179.05545_6.423_hneg
75_Hneg_rhizo_FT_147.06555_4.353_hneg	C6H12O4	[M - H]-	C6H12O4	Fatty acids	0.763107181	Fatty Acids and Conjugates	0.849975407	Hydroxy fatty acids	0.804017127	Methyl-branched fatty acids	0.754950821	Branched fatty acids	0.748047531	Fatty acids and conjugates	0.820193052	Fatty Acyls	0.819101751	Lipids and lipid-like molecules	0.797104776	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_147.06555_4.353_hneg
76_Hneg_rhizo_FT_216.1237_4.371_hneg	C10H19NO4	[M - H]-	C10H19NO4	Amino acids and Peptides	0.608978033	Small peptides	0.603560746	Aminoacids	0.522095799	Alpha amino acids	0.649135172	Amino acids and derivatives	0.933646023	"Amino acids, peptides, and analogues"	0.936123371	Carboxylic acids and derivatives	0.985882938	Organic acids and derivatives	0.993689179	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_216.1237_4.371_hneg
77_Hneg_rhizo_FT_202.108_4.43_hneg	C9H17NO4	[M - H]-	C9H17NO4	Amino acids and Peptides	0.723635316	Small peptides	0.795069575	Aminoacids	0.659936368	Alpha amino acids	0.614203274	Amino acids and derivatives	0.971008539	"Amino acids, peptides, and analogues"	0.971547008	Carboxylic acids and derivatives	0.999626875	Organic acids and derivatives	0.999943495	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_202.108_4.43_hneg
78_Hneg_rhizo_FT_329.23206_1.03_hneg	C18H34O5	[M - H]-	C18H34O5	Fatty acids	0.904965281	Octadecanoids	0.955571234	Other Octadecanoids	0.984387517	Lineolic acids and derivatives	0.535480917			Lineolic acids and derivatives	0.535480917	Fatty Acyls	0.999106109	Lipids and lipid-like molecules	0.999300718	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	FT_329.23206_1.03_hneg
79_Hneg_rhizo_FT_293.17566_1.024_hneg	C17H26O4	[M - H]-	C17H26O4	Fatty acids	0.828228831	Octadecanoids	0.945990562	Other Octadecanoids	0.961876869	Lineolic acids and derivatives	0.783676505			Lineolic acids and derivatives	0.783676505	Fatty Acyls	0.997036576	Lipids and lipid-like molecules	0.996296823	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_293.17566_1.024_hneg
80_Hneg_rhizo_FT_315.25273_1.4_hneg	C18H36O4	[M - H]-	C18H36O4	Fatty acids	0.90195471	Octadecanoids	0.883426309	Other Octadecanoids	0.918180883	Long-chain fatty acids	0.974271238	Long-chain fatty acids	0.974271238	Fatty acids and conjugates	0.998710394	Fatty Acyls	0.998997986	Lipids and lipid-like molecules	0.999444187	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	FT_315.25273_1.4_hneg
81_Hneg_rhizo_FT_313.23772_1.029_hneg	C18H34O4	[M - H]-	C18H34O4	Fatty acids	0.920846939	Octadecanoids	0.947379291	Other Octadecanoids	0.966470361	Lineolic acids and derivatives	0.571840286			Lineolic acids and derivatives	0.571840286	Fatty Acyls	0.998988926	Lipids and lipid-like molecules	0.999554932	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	FT_313.23772_1.029_hneg
82_Hneg_rhizo_FT_289.14432_1.031_hneg	C17H22O4	[M - H]-	C17H22O4	Fatty acids	0.712317824	Octadecanoids	0.731253982	Other Octadecanoids	0.519263625	Lineolic acids and derivatives	0.632435322			Lineolic acids and derivatives	0.632435322	Fatty Acyls	0.885833263	Lipids and lipid-like molecules	0.891443312	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_289.14432_1.031_hneg
83_Hneg_rhizo_FT_287.22254_1.491_hneg	C16H32O4	[M - H]-	C16H32O4	Fatty acids	0.850946426	Fatty Acids and Conjugates	0.710239112	Hydroxy fatty acids	0.866308033	Long-chain fatty acids	0.925319016	Long-chain fatty acids	0.925319016	Fatty acids and conjugates	0.997761726	Fatty Acyls	0.997279227	Lipids and lipid-like molecules	0.998254836	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	FT_287.22254_1.491_hneg
84_Hneg_rhizo_FT_313.23777_1.445_hneg	C18H34O4	[M - H]-	C18H34O4	Fatty acids	0.923628271	Octadecanoids	0.939356148	Other Octadecanoids	0.9617064	Lineolic acids and derivatives	0.552615047			Lineolic acids and derivatives	0.552615047	Fatty Acyls	0.999085546	Lipids and lipid-like molecules	0.999521971	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	FT_313.23777_1.445_hneg
85_Hneg_rhizo_FT_341.19497_1.035_hneg	C18H30O6	[M - H]-	C18H30O6	Fatty acids	0.626747489	Fatty Acids and Conjugates	0.581598103	Branched fatty acids	0.398044944	Long-chain fatty acids	0.949314713	Long-chain fatty acids	0.949314713	Fatty acids and conjugates	0.990403295	Fatty Acyls	0.988354087	Lipids and lipid-like molecules	0.989035666	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_341.19497_1.035_hneg
86_Hneg_rhizo_FT_143.10694_1.038_hneg	C8H16O2	[M - H]-	C8H16O2	Fatty acids	0.755248368	Fatty Acids and Conjugates	0.897300661	Unsaturated fatty acids	0.683777332	Medium-chain fatty acids	0.811779976	Medium-chain fatty acids	0.811779976	Fatty acids and conjugates	0.982509255	Fatty Acyls	0.965198517	Lipids and lipid-like molecules	0.969047248	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_143.10694_1.038_hneg
87_Hneg_rhizo_FT_217.10754_6.216_hneg	C10H18O5	[M - H]-	C10H18O5	Fatty acids	0.861354291	Fatty Acids and Conjugates	0.935375452	Hydroxy fatty acids	0.8919245	Medium-chain hydroxy acids and derivatives	0.850851417			Medium-chain hydroxy acids and derivatives	0.850851417	Hydroxy acids and derivatives	0.896382391	Organic acids and derivatives	0.999997377	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_217.10754_6.216_hneg
88_Hneg_rhizo_FT_101.06026_1.601_hneg	C5H10O2	[M - H]-	C5H10O2	Fatty acids	0.779434681	Fatty esters	0.488912493	Wax monoesters	0.41742757	Fatty Acyls	0.809544921					Fatty Acyls	0.809544921	Lipids and lipid-like molecules	0.779913366	Organic compounds; Lipids and lipid-like molecules; Aldehydes; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_101.06026_1.601_hneg
89_Hneg_rhizo_FT_187.09685_6.53_hneg	C9H16O4	[M - H]-	C9H16O4	Fatty acids	0.892754972	Fatty Acids and Conjugates	0.959616661	Dicarboxylic acids	0.978298783	Medium-chain fatty acids	0.947159052	Medium-chain fatty acids	0.947159052	Fatty acids and conjugates	0.981872261	Fatty Acyls	0.977828741	Lipids and lipid-like molecules	0.983772814	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_187.09685_6.53_hneg
90_Hneg_rhizo_FT_187.09694_6.522_hneg	C9H16O4	[M - H]-	C9H16O4	Fatty acids	0.892754972	Fatty Acids and Conjugates	0.959616661	Dicarboxylic acids	0.978298783	Medium-chain fatty acids	0.947159052	Medium-chain fatty acids	0.947159052	Fatty acids and conjugates	0.981872261	Fatty Acyls	0.977828741	Lipids and lipid-like molecules	0.983772814	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_187.09694_6.522_hneg
91_Hneg_rhizo_FT_187.09683_6.253_hneg	C9H16O4	[M - H]-	C9H16O4	Fatty acids	0.892754972	Fatty Acids and Conjugates	0.959616661	Dicarboxylic acids	0.978298783	Medium-chain fatty acids	0.947159052	Medium-chain fatty acids	0.947159052	Fatty acids and conjugates	0.981872261	Fatty Acyls	0.977828741	Lipids and lipid-like molecules	0.983772814	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_187.09683_6.253_hneg
92_Hneg_rhizo_FT_203.0919_6.579_hneg	C9H16O5	[M - H]-	C9H16O5	Fatty acids	0.804971516	Fatty Acids and Conjugates	0.856369734	Dicarboxylic acids	0.761381626	Medium-chain fatty acids	0.517457366	Medium-chain fatty acids	0.517457366	Fatty acids and conjugates	0.712147057	Fatty Acyls	0.761508942	Lipids and lipid-like molecules	0.726530135	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_203.0919_6.579_hneg
93_Hneg_rhizo_FT_245.13912_4.52_hneg	C12H22O5	[M - H]-	C12H22O5	Fatty acids	0.853375256	Fatty Acids and Conjugates	0.927232146	Hydroxy fatty acids	0.930097938	Medium-chain hydroxy acids and derivatives	0.738081396			Medium-chain hydroxy acids and derivatives	0.738081396	Hydroxy acids and derivatives	0.949812472	Organic acids and derivatives	0.999995351	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_245.13912_4.52_hneg
94_Hneg_rhizo_FT_277.0592_1.985_hneg	C9H15N2O6P	[M - H]-	C9H15N2O6P	Carbohydrates	0.950432956	Nucleosides	0.853457928	Pyrimidine nucleos(t)ides	0.890707195	Pyrimidine 2'-deoxyribonucleoside monophosphates	0.632574856	Pyrimidine deoxyribonucleoside monophosphates	0.715996981	Pyrimidine deoxyribonucleotides	0.555968046	Pyrimidine nucleotides	0.566162348	"Nucleosides, nucleotides, and analogues"	0.958819032	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Ureas; Diazines; Pyrimidine nucleotides; Secondary alcohols; Pyrimidine deoxyribonucleotides; Pyrimidine deoxyribonucleoside monophosphates; Pyrimidine 2'-deoxyribonucleoside monophosphates; Hydropyrimidines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_277.0592_1.985_hneg
95_Hneg_rhizo_FT_269.2123_1.027_hneg	C16H30O3	[M - H]-	C16H30O3	Fatty acids	0.877419412	Octadecanoids	0.925894439	Other Octadecanoids	0.945912361	Lineolic acids and derivatives	0.705593467			Lineolic acids and derivatives	0.705593467	Fatty Acyls	0.997657061	Lipids and lipid-like molecules	0.997948229	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_269.2123_1.027_hneg
